query_id,assessment_id,assessment_url,semantic_score,bm25_score,hybrid_score,query_length,query_word_count,assessment_name_length,query_assessment_name_overlap,query_description_overlap,query_duration_minutes,assessment_duration_minutes,duration_match_score,duration_within_budget,test_type_match_count,test_type_match_ratio,has_knowledge_test,has_personality_test,has_behavioral_test,has_cognitive_test,has_situational_test,technical_skill_overlap,soft_skill_overlap,domain_skill_overlap,total_skill_overlap,skill_coverage_ratio,level_match,role_category_match,assessment_skill_count,assessment_tag_count,assessment_has_remote,assessment_has_adaptive,gemini_score,gemini_confidence,gemini_rank,label
I am hiring for Java developers who can also colla,129,https://www.shl.com/solutions/products/product-catalog/view/global-skills-development-report/,0.5,5.0,0.5,158,26,32,0.0,0.16666666666666666,40.0,,0.5,0,0,0.0,0,1,1,1,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,7,https://www.shl.com/solutions/products/product-catalog/view/bank-operations-supervisor-short-form/,0.5,5.0,0.5,158,26,39,0.0,0.16666666666666666,40.0,45.0,0.875,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,6,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,43,https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-data-entry-7-0-solution/,0.5,5.0,0.5,158,26,45,0.0,0.25,40.0,24.0,0.6,1,0,0.0,1,0,1,0,0,0,0,0,0,0.0,0,0,4,2,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,118,https://www.shl.com/solutions/products/product-catalog/view/technology-professional-8-0-job-focused-assessment/,0.5,5.0,0.5,158,26,50,0.0,0.16666666666666666,40.0,16.0,0.4,1,0,0.0,0,1,0,1,0,0,0,0,0,0.0,1,0,1,0,1,0,0.3333333333333333,0.9,2,0
I am hiring for Java developers who can also colla,12,https://www.shl.com/solutions/products/product-catalog/view/claimsoperations-supervisor-solution/,0.5,5.0,0.5,158,26,37,0.0,0.125,40.0,48.0,0.8,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,6,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,8,https://www.shl.com/solutions/products/product-catalog/view/bilingual-spanish-reservation-agent-solution/,0.5,5.0,0.5,158,26,44,0.0,0.125,40.0,43.0,0.925,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,3,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,1,https://www.shl.com/solutions/products/product-catalog/view/administrative-professional-short-form/,0.5,5.0,0.5,158,26,40,0.0,0.125,40.0,36.0,0.9,1,0,0.0,1,1,0,0,0,0,0,0,0,0.0,0,0,3,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,46,https://www.shl.com/solutions/products/product-catalog/view/graduate-8-0-job-focused-assessment-4228/,0.5,5.0,0.5,158,26,35,0.0,0.125,40.0,20.0,0.5,1,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,23,https://www.shl.com/solutions/products/product-catalog/view/director-short-form/,0.5,5.0,0.5,158,26,21,0.0,0.16666666666666666,40.0,69.0,0.275,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,4,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,85,https://www.shl.com/solutions/products/product-catalog/view/reservation-agent-solution/,0.5,5.0,0.5,158,26,26,0.0,0.125,40.0,43.0,0.925,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,2,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,11,https://www.shl.com/solutions/products/product-catalog/view/cashier-solution/,0.5,5.0,0.5,158,26,16,0.0,0.125,40.0,28.0,0.7,1,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,4,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,5,https://www.shl.com/solutions/products/product-catalog/view/bank-administrative-assistant-short-form/,0.5,5.0,0.5,158,26,42,0.0,0.125,40.0,35.0,0.875,1,0,0.0,1,1,1,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,34,https://www.shl.com/solutions/products/product-catalog/view/executive-short-form/,0.5,5.0,0.5,158,26,22,0.0,0.20833333333333334,40.0,74.0,0.15000000000000002,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,6,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,47,https://www.shl.com/solutions/products/product-catalog/view/guest-service-team-7-0-solution/,0.5,5.0,0.5,158,26,31,0.0,0.16666666666666666,40.0,18.0,0.44999999999999996,1,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,2,2,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,18,https://www.shl.com/solutions/products/product-catalog/view/contact-center-team-leadcoach-short-form/,0.5,5.0,0.5,158,26,43,0.0,0.16666666666666666,40.0,45.0,0.875,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,5,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,24,https://www.shl.com/solutions/products/product-catalog/view/districtregional-manager-solution/,0.5,5.0,0.5,158,26,34,0.0,0.125,40.0,65.0,0.375,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,1,0,2,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,54,https://www.shl.com/solutions/products/product-catalog/view/hospitality-manager-solution/,0.5,5.0,0.5,158,26,28,0.0,0.16666666666666666,40.0,57.0,0.575,0,0,0.0,1,1,1,0,0,0,0,0,0,0.0,0,0,5,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,10,https://www.shl.com/solutions/products/product-catalog/view/branch-manager-short-form/,0.5,5.0,0.5,158,26,27,0.0,0.08333333333333333,40.0,50.0,0.75,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,1,0,6,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,109,https://www.shl.com/solutions/products/product-catalog/view/store-manager-solution/,0.5,5.0,0.5,158,26,22,0.0,0.20833333333333334,40.0,49.0,0.775,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,5,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,70,https://www.shl.com/solutions/products/product-catalog/view/manager-short-form/,0.5,5.0,0.5,158,26,20,0.0,0.20833333333333334,40.0,57.0,0.575,0,0,0.0,1,1,1,0,1,0,0,0,0,0.0,0,0,5,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,60,https://www.shl.com/solutions/products/product-catalog/view/industrial-semi-skilled-7-1-%28americas%29/,0.5,5.0,0.5,158,26,40,0.0,0.25,40.0,24.0,0.6,1,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,2,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,179,https://www.shl.com/solutions/products/product-catalog/view/business-communications/,0.5,5.0,0.5,158,26,23,0.041666666666666664,0.20833333333333334,40.0,35.0,0.875,1,0,0.0,1,0,0,0,0,0,1,0,1,0.125,0,0,4,2,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,61,https://www.shl.com/solutions/products/product-catalog/view/industrial-semi-skilled-7-1-%28international%29/,0.5,5.0,0.5,158,26,45,0.0,0.25,40.0,24.0,0.6,1,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,2,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,6,https://www.shl.com/solutions/products/product-catalog/view/bank-collections-agent-short-form/,0.5,5.0,0.5,158,26,35,0.0,0.125,40.0,45.0,0.875,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,1,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,16,https://www.shl.com/solutions/products/product-catalog/view/contact-center-sales-and-service-8-0/,0.5,5.0,0.5,158,26,36,0.0,0.125,40.0,41.0,0.975,0,0,0.0,0,1,1,1,1,0,0,0,0,0.0,0,0,3,1,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,9,https://www.shl.com/solutions/products/product-catalog/view/bookkeeping-accounting-auditing-clerk-short-form/,0.5,5.0,0.5,158,26,50,0.0,0.08333333333333333,40.0,49.0,0.775,0,0,0.0,1,1,1,0,1,0,0,0,0,0.0,0,0,2,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,402,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/,0.5,5.0,0.5,158,26,24,0.0,0.2916666666666667,40.0,35.0,0.875,1,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,1,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,93,https://www.shl.com/solutions/products/product-catalog/view/sales-manager-solution/,0.5,5.0,0.5,158,26,22,0.0,0.16666666666666666,40.0,63.0,0.42500000000000004,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,5,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,398,https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,0.5,5.0,0.5,181,38,19,0.0,0.0967741935483871,,13.0,0.5,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,0,https://www.shl.com/solutions/products/product-catalog/view/account-manager-solution/,0.5,5.0,0.5,181,38,24,0.0,0.25806451612903225,,49.0,0.5,0,0,0.0,0,1,1,1,0,0,1,1,2,0.3333333333333333,0,0,3,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,24,https://www.shl.com/solutions/products/product-catalog/view/districtregional-manager-solution/,0.5,5.0,0.5,181,38,34,0.0,0.22580645161290322,,65.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,0,1,1,1.0,1.0,0,0
I am looking for a COO for my company in China and,3,https://www.shl.com/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/,0.5,5.0,0.5,181,38,39,0.03225806451612903,0.22580645161290322,,30.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,2,https://www.shl.com/solutions/products/product-catalog/view/agency-manager-solution/,0.5,5.0,0.5,181,38,23,0.0,0.22580645161290322,,51.0,0.5,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,3,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,4,https://www.shl.com/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment/,0.5,5.0,0.5,181,38,37,0.03225806451612903,0.22580645161290322,,20.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,0,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,6,https://www.shl.com/solutions/products/product-catalog/view/bank-collections-agent-short-form/,0.5,5.0,0.5,181,38,35,0.0,0.22580645161290322,,45.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,1,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,8,https://www.shl.com/solutions/products/product-catalog/view/bilingual-spanish-reservation-agent-solution/,0.5,5.0,0.5,181,38,44,0.0,0.22580645161290322,,43.0,0.5,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,3,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,68,https://www.shl.com/solutions/products/product-catalog/view/insurance-director-solution/,0.5,5.0,0.5,181,38,27,0.0,0.22580645161290322,,49.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,4,0,1,1,0.14285714285714285,0.7,6,0
I am looking for a COO for my company in China and,91,https://www.shl.com/solutions/products/product-catalog/view/sales-director-solution/,0.5,5.0,0.5,181,38,23,0.0,0.22580645161290322,,59.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,4,0,1,1,0.125,0.6499999999999999,7,0
I am looking for a COO for my company in China and,36,https://www.shl.com/solutions/products/product-catalog/view/financial-services-representative-solution/,0.5,5.0,0.5,181,38,42,0.0,0.25806451612903225,,44.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,3,0,1,0,0.1111111111111111,0.6,8,0
I am looking for a COO for my company in China and,12,https://www.shl.com/solutions/products/product-catalog/view/claimsoperations-supervisor-solution/,0.5,5.0,0.5,181,38,37,0.0,0.16129032258064516,,48.0,0.5,0,0,0.0,0,1,1,0,1,0,0,1,1,0.16666666666666666,0,0,6,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,1,https://www.shl.com/solutions/products/product-catalog/view/administrative-professional-short-form/,0.5,5.0,0.5,181,38,40,0.0,0.1935483870967742,,36.0,0.5,0,0,0.0,1,1,0,0,0,0,0,0,0,0.0,0,0,3,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,11,https://www.shl.com/solutions/products/product-catalog/view/cashier-solution/,0.5,5.0,0.5,181,38,16,0.0,0.16129032258064516,,28.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,4,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,16,https://www.shl.com/solutions/products/product-catalog/view/contact-center-sales-and-service-8-0/,0.5,5.0,0.5,181,38,36,0.0,0.22580645161290322,,41.0,0.5,0,0,0.0,0,1,1,1,1,0,0,0,0,0.0,0,0,3,1,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,67,https://www.shl.com/solutions/products/product-catalog/view/insurance-agent-solution/,0.5,5.0,0.5,181,38,24,0.0,0.25806451612903225,,46.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,13,https://www.shl.com/solutions/products/product-catalog/view/contact-center-customer-service-8-0/,0.5,5.0,0.5,181,38,37,0.0,0.1935483870967742,,41.0,0.5,0,0,0.0,0,1,1,1,1,0,0,0,0,0.0,0,0,2,1,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,104,https://www.shl.com/solutions/products/product-catalog/view/service-supervisor-solution/,0.5,5.0,0.5,181,38,27,0.0,0.25806451612903225,,48.0,0.5,0,0,0.0,0,1,1,0,0,0,1,0,1,0.16666666666666666,0,0,4,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,59,https://www.shl.com/solutions/products/product-catalog/view/industrial-professional-and-skilled-7-0-solution/,0.5,5.0,0.5,181,38,50,0.03225806451612903,0.22580645161290322,,49.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,2,3,1,1,0.3333333333333333,0.9,2,0
I am looking for a COO for my company in China and,115,https://www.shl.com/solutions/products/product-catalog/view/support-supervisor-solution/,0.5,5.0,0.5,181,38,27,0.0,0.25806451612903225,,39.0,0.5,0,0,0.0,0,1,1,0,1,0,1,0,1,0.16666666666666666,0,0,2,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,63,https://www.shl.com/solutions/products/product-catalog/view/industrial-professional-and-skilled-7-1-solution/,0.5,5.0,0.5,181,38,48,0.03225806451612903,0.22580645161290322,,49.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,2,1,1,0,0.5,0.95,1,0
I am looking for a COO for my company in China and,7,https://www.shl.com/solutions/products/product-catalog/view/bank-operations-supervisor-short-form/,0.5,5.0,0.5,181,38,39,0.0,0.16129032258064516,,45.0,0.5,0,0,0.0,0,1,1,0,1,0,1,1,2,0.3333333333333333,0,0,6,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,129,https://www.shl.com/solutions/products/product-catalog/view/global-skills-development-report/,0.5,5.0,0.5,181,38,32,0.0,0.1935483870967742,,,0.5,0,0,0.0,0,1,1,1,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,93,https://www.shl.com/solutions/products/product-catalog/view/sales-manager-solution/,0.5,5.0,0.5,181,38,22,0.0,0.25806451612903225,,63.0,0.5,0,0,0.0,0,1,1,0,0,0,1,0,1,0.16666666666666666,0,0,5,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,65,https://www.shl.com/solutions/products/product-catalog/view/insurance-account-manager-solution/,0.5,5.0,0.5,181,38,34,0.0,0.22580645161290322,,48.0,0.5,0,0,0.0,0,1,1,0,1,0,0,1,1,0.16666666666666666,0,0,3,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,43,https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-data-entry-7-0-solution/,0.5,5.0,0.5,181,38,45,0.0,0.2903225806451613,,24.0,0.5,0,0,0.0,1,0,1,0,0,0,0,0,0,0.0,0,0,4,2,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,100,https://www.shl.com/solutions/products/product-catalog/view/senior-insurance-agent-solution/,0.5,5.0,0.5,181,38,31,0.0,0.25806451612903225,,44.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,0,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,69,https://www.shl.com/solutions/products/product-catalog/view/insurance-sales-manager-solution/,0.5,5.0,0.5,181,38,32,0.0,0.25806451612903225,,51.0,0.5,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,7,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,98,https://www.shl.com/solutions/products/product-catalog/view/sales-supervisor-solution/,0.5,5.0,0.5,181,38,25,0.0,0.25806451612903225,,38.0,0.5,0,0,0.0,0,1,1,0,0,0,1,0,1,0.16666666666666666,0,0,5,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,255,https://www.shl.com/solutions/products/product-catalog/view/global-skills-assessment/,0.5,5.0,0.5,181,38,24,0.03225806451612903,0.25806451612903225,,16.0,0.5,0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0.1,0.55,9,1
I am looking for a COO for my company in China and,85,https://www.shl.com/solutions/products/product-catalog/view/reservation-agent-solution/,0.5,5.0,0.5,181,38,26,0.0,0.1935483870967742,,43.0,0.5,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,2,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,50,https://www.shl.com/solutions/products/product-catalog/view/healthcare-call-center-agent-solution/,0.5,5.0,0.5,181,38,37,0.0,0.22580645161290322,,44.0,0.5,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,2,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,51,https://www.shl.com/solutions/products/product-catalog/view/healthcare-service-associate-solution/,0.5,5.0,0.5,181,38,37,0.0,0.22580645161290322,,37.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,192,https://www.shl.com/solutions/products/product-catalog/view/conversational-multichat-simulation/,0.5,5.0,0.5,181,38,35,0.0,0.25806451612903225,,11.0,0.5,0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,1,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,10,https://www.shl.com/solutions/products/product-catalog/view/branch-manager-short-form/,0.5,5.0,0.5,181,38,27,0.0,0.16129032258064516,,50.0,0.5,0,0,0.0,0,1,1,0,0,0,1,0,1,0.16666666666666666,0,0,6,0,1,0,0.2,0.8,4,0
I am looking for a COO for my company in China and,56,https://www.shl.com/solutions/products/product-catalog/view/industrial-entry-level-7-0-solution/,0.5,5.0,0.5,181,38,37,0.0,0.22580645161290322,,20.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,2,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,9,https://www.shl.com/solutions/products/product-catalog/view/bookkeeping-accounting-auditing-clerk-short-form/,0.5,5.0,0.5,181,38,50,0.0,0.12903225806451613,,49.0,0.5,0,0,0.0,1,1,1,0,1,0,0,0,0,0.0,0,0,2,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,19,https://www.shl.com/solutions/products/product-catalog/view/contact-centre-agent-solution-uk/,0.5,5.0,0.5,181,38,34,0.0,0.16129032258064516,,39.0,0.5,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,4,0,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,89,https://www.shl.com/solutions/products/product-catalog/view/retail-manager-w-sales-solution/,0.5,5.0,0.5,181,38,32,0.0,0.25806451612903225,,43.0,0.5,0,0,0.0,0,1,1,0,0,0,1,0,1,0.16666666666666666,0,0,6,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,5,https://www.shl.com/solutions/products/product-catalog/view/bank-administrative-assistant-short-form/,0.5,5.0,0.5,181,38,42,0.0,0.12903225806451613,,35.0,0.5,0,0,0.0,1,1,1,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,41,https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-all-industries-7-1-solution/,0.5,5.0,0.5,181,38,49,0.0,0.22580645161290322,,19.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,2,0,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,62,https://www.shl.com/solutions/products/product-catalog/view/industrial-professional-and-skilled-7-1-%28americas%29/,0.5,5.0,0.5,181,38,50,0.03225806451612903,0.22580645161290322,,49.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,2,1,1,0,0.25,0.85,3,0
I am looking for a COO for my company in China and,47,https://www.shl.com/solutions/products/product-catalog/view/guest-service-team-7-0-solution/,0.5,5.0,0.5,181,38,31,0.0,0.1935483870967742,,18.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,2,2,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,15,https://www.shl.com/solutions/products/product-catalog/view/contact-center-manager-short-form/,0.5,5.0,0.5,181,38,35,0.0,0.16129032258064516,,50.0,0.5,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,1,0,1,1,0.16666666666666666,0.75,5,0
I am looking for a COO for my company in China and,116,https://www.shl.com/solutions/products/product-catalog/view/technical-sales-associate-solution/,0.5,5.0,0.5,181,38,34,0.0,0.25806451612903225,,41.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,1,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,27,https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-service-7-1-%28americas%29/,0.5,5.0,0.5,181,38,43,0.0,0.22580645161290322,,19.0,0.5,0,0,0.0,0,1,0,1,0,0,0,0,0,0.0,0,0,3,0,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,29,https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-service-7-1-%28south-africa%29/,0.5,5.0,0.5,181,38,47,0.0,0.22580645161290322,,19.0,0.5,0,0,0.0,0,1,0,1,0,0,0,0,0,0.0,0,0,3,0,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,28,https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-service-%28retail-and-cc%29-7-1/,0.5,5.0,0.5,181,38,48,0.0,0.22580645161290322,,19.0,0.5,0,0,0.0,0,1,0,1,0,0,0,0,0,0.0,0,0,3,0,1,0,0.0,0.5,50,0
I am looking for a COO for my company in China and,52,https://www.shl.com/solutions/products/product-catalog/view/healthcare-support-specialist-solution/,0.5,5.0,0.5,181,38,38,0.0,0.22580645161290322,,30.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,0,1,1,0.0,0.5,50,0
I am looking for a COO for my company in China and,53,https://www.shl.com/solutions/products/product-catalog/view/home-health-aide-solution/,0.5,5.0,0.5,181,38,25,0.0,0.1935483870967742,,41.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,1,0,1,1,0.0,0.5,50,0
I want to hire a Senior Data Analyst with 5 years ,163,https://www.shl.com/solutions/products/product-catalog/view/automata-sql-new/,0.5,5.0,0.5,139,27,20,0.0,0.15384615384615385,120.0,,0.5,0,0,0.0,0,0,0,0,1,1,0,0,1,0.14285714285714285,0,0,2,1,1,0,1.0,1.0,0,1
I want to hire a Senior Data Analyst with 5 years ,317,https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-new/,0.5,5.0,0.5,139,27,25,0.038461538461538464,0.3076923076923077,120.0,35.0,0.29166666666666663,1,0,0.0,1,0,0,0,1,1,0,0,1,0.14285714285714285,0,0,4,1,1,0,0.5,0.95,1,1
I want to hire a Senior Data Analyst with 5 years ,316,https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-essentials-new/,0.5,5.0,0.5,139,27,38,0.038461538461538464,0.3076923076923077,120.0,30.0,0.25,1,0,0.0,1,0,0,0,1,1,0,0,1,0.14285714285714285,0,0,4,1,1,0,0.2,0.8,4,1
I want to hire a Senior Data Analyst with 5 years ,397,https://www.shl.com/solutions/products/product-catalog/view/python-new/,0.5,5.0,0.5,139,27,12,0.0,0.11538461538461539,120.0,11.0,0.09166666666666667,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,1,0,1,0,0.25,0.85,3,1
I want to hire a Senior Data Analyst with 5 years ,320,https://www.shl.com/solutions/products/product-catalog/view/microsoft-sql-server-2014-programming/,0.5,5.0,0.5,139,27,37,0.0,0.15384615384615385,120.0,35.0,0.29166666666666663,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,1,1,1,0.3333333333333333,0.9,2,0
I want to hire a Senior Data Analyst with 5 years ,447,https://www.shl.com/solutions/products/product-catalog/view/sql-new/,0.5,5.0,0.5,139,27,9,0.0,0.15384615384615385,120.0,9.0,0.07499999999999996,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,1,0,1,0,0.16666666666666666,0.75,5,0
I want to hire a Senior Data Analyst with 5 years ,335,https://www.shl.com/solutions/products/product-catalog/view/ms-excel-new/,0.5,5.0,0.5,139,27,14,0.038461538461538464,0.15384615384615385,120.0,6.0,0.050000000000000044,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,1,1,0,0.125,0.6499999999999999,7,0
I want to hire a Senior Data Analyst with 5 years ,371,https://www.shl.com/solutions/products/product-catalog/view/oracle-plsql-new/,0.5,5.0,0.5,139,27,19,0.0,0.11538461538461539,120.0,11.0,0.09166666666666667,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,0,1,0,0.0,0.5,50,0
I want to hire a Senior Data Analyst with 5 years ,448,https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/,0.5,5.0,0.5,139,27,16,0.0,0.15384615384615385,120.0,11.0,0.09166666666666667,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,1,0,1,0,0.14285714285714285,0.7,6,1
I want to hire a Senior Data Analyst with 5 years ,450,https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,0.5,5.0,0.5,139,27,44,0.0,0.15384615384615385,120.0,10.0,0.08333333333333337,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,1,0,1,0,0.0,0.5,50,0
I want to hire a Senior Data Analyst with 5 years ,449,https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,0.5,5.0,0.5,139,27,41,0.0,0.15384615384615385,120.0,15.0,0.125,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,0,1,0,0.0,0.5,50,1
